time,sat name,x,y,z,el,dis
00:00,GPS BIIR-2  (PRN 13),-14056.224937964325,-4432.119994170048,21830.263807950876,35.99668597268679,39112.43797912665
00:00,GPS BIIR-8  (PRN 16),21821.009144796608,12703.813501370742,8539.468515231083,32.90030721729049,40396.75595248333
00:00,GPS BIIRM-4 (PRN 15),-14715.682638116803,7134.728004436733,20369.4643396433,24.152976550633277,42106.71401185903
00:00,GPS BIIRM-5 (PRN 29),-11277.728112368295,22505.10203339212,-8261.90383239583,41.7440497347203,37372.086558052746
00:00,GPS BIIF-4  (PRN 27),13862.936003322598,8077.615027554331,20894.159870346273,21.852905565810488,42834.4900601659
00:00,GPS BIIF-10 (PRN 08),15667.825299137861,-4444.563550822213,20742.121239423373,36.77376653493863,38900.95876958955
00:00,GPS BIIF-12 (PRN 32),3118.903291027341,24506.367733033298,-9758.43729002834,41.22545148370565,37629.01315245634
00:01,GPS BIIR-2  (PRN 13),-13985.893832249518,-4655.681016692281,21830.36491828602,35.74511300261634,39192.80000122006
00:01,GPS BIIR-8  (PRN 16),21803.019311493706,12856.118540642521,8365.92666298903,33.42004084297482,40247.44218442025
00:01,GPS BIIRM-4 (PRN 15),-14753.886534155261,6906.949554102066,20419.405644036662,23.88502295432867,42166.25748173861
00:01,GPS BIIRM-5 (PRN 29),-11377.082662423136,22389.91432639812,-8438.417749568433,42.08873350081481,37251.91251258113
00:01,GPS BIIF-4  (PRN 27),13800.190844802388,8299.395640903425,20851.94612019276,21.836387148119993,42840.45342667195
00:01,GPS BIIF-10 (PRN 08),15674.574950823717,-4214.989604436408,20787.296839096907,36.583084424928686,38963.91672704135
00:01,GPS BIIF-12 (PRN 32),2987.1333535492454,24592.347231169664,-9587.370804996446,41.29407185299451,37607.508985167384
00:02,GPS BIIR-2  (PRN 13),-13914.464887822889,-4878.876586225974,21828.75209398597,35.497380104905936,39271.554405884395
00:02,GPS BIIR-8  (PRN 16),21783.37791580089,13007.44973606042,8191.750977383436,33.94695458349914,40094.086790727335
00:02,GPS BIIRM-4 (PRN 15),-14790.902839434908,6678.615141799582,20467.70301135388,23.618357255738164,42224.94348638963
00:02,GPS BIIF-4  (PRN 27),13736.363082548016,8520.525176140582,20808.096236738733,21.83612992206572,42843.08650056829
00:02,GPS BIIF-10 (PRN 08),15680.098769577826,-3985.086021493449,20830.846444370665,36.401110819730455,39023.8809300923
00:02,GPS BIIF-12 (PRN 32),2855.1347363211153,24676.4439611739,-9415.570172813375,41.3607436207816,37586.65475786815
00:03,GPS BIIR-2  (PRN 13),-13841.94386448095,-5101.689236308823,21825.425701401356,35.253558150130836,39348.69565449801
00:03,GPS BIIR-8  (PRN 16),21762.087047995577,13157.79598411876,8016.954881187771,34.48078077623559,39936.71626921681
00:03,GPS BIIRM-4 (PRN 15),-14826.728488027244,6449.743107861543,20514.352433522246,23.35305153728191,42282.76267445867
00:03,GPS BIIF-3  (PRN 24),-23869.519630923045,10991.726971869391,1476.2097045796982,41.65611932371454,37205.52582333246
00:03,GPS BIIF-4  (PRN 27),13671.458036699605,8740.986479917703,20762.61413458552,21.85220328334283,42842.37541548659
00:03,GPS BIIF-10 (PRN 08),15684.396590449358,-3754.8708495480005,20872.76700345344,36.22805942756927,39080.81396557202
00:03,GPS BIIF-12 (PRN 32),2722.917594494825,24758.65191205144,-9243.048711973684,41.425515436685984,37566.435588627406
00:04,GPS BIIR-2  (PRN 13),-13768.336608168014,-5324.101536181417,21820.386244528065,35.01371747775512,39424.218802427145
00:04,GPS BIIR-8  (PRN 16),21739.148920368247,13307.146263184499,7841.551833862666,35.021265525536236,39775.35817017772
00:04,GPS BIIRM-4 (PRN 15),-14861.360514139178,6220.351840599163,20559.3500411178,23.0891796536427,42339.70600624571
00:04,GPS BIIF-3  (PRN 24),-23914.0768382416,10858.816768165465,1664.2862921732612,41.22737710853329,37351.02906569304
00:04,GPS BIIF-4  (PRN 27),13605.481110763983,8960.762462521037,20715.50385708964,21.88463807864515,42838.3073227569
00:04,GPS BIIF-10 (PRN 08),15687.46834636558,-3524.362153129719,20913.05559586956,36.06413954582852,39134.67955817482
00:04,GPS BIIF-12 (PRN 32),2590.492095348627,24838.965220055943,-9069.819790123596,41.488437107938054,37546.83605310928
00:05,GPS BIIR-2  (PRN 13),-13693.649050441356,-5546.096092218542,21813.63436488795,34.77792780528705,39498.11949816861
00:05,GPS BIIR-8  (PRN 16),21714.565866889683,13455.48963416892,7665.5553305223275,35.56816821601525,39610.041103676296
00:05,GPS BIIRM-4 (PRN 15),-14894.796052404265,5990.459774662737,20602.692103751626,22.82681728943915,42395.76475630455
00:05,GPS BIIF-3  (PRN 24),-23956.751081111935,10725.051540676615,1852.231801895187,40.79474834661806,37496.870912926664
00:05,GPS BIIF-4  (PRN 27),13538.43779107084,9179.836099220644,20666.76957587586,21.933426571224825,42830.87038840895
00:05,GPS BIIF-10 (PRN 08),15689.314068050498,-3293.5780122234164,20951.709432589534,35.909555521064796,39185.44256168822
00:05,GPS BIIF-11 (PRN 10),11858.434337413728,20511.82966457181,12594.107159231402,20.04509363765465,43695.38298626658
00:05,GPS BIIF-12 (PRN 32),2457.868417498281,24917.378169011772,-8895.896822977353,41.54955957999605,37527.84019571394
00:06,GPS BIIR-2  (PRN 13),-13617.887207919104,-5767.655549384339,21805.170841396735,34.54625813270653,39570.39398243669
00:06,GPS BIIR-8  (PRN 16),21688.34034285332,13602.815241236709,7488.978900873752,36.12126101691113,39440.79474746312
00:06,GPS BIIRM-4 (PRN 15),-14927.032338182651,5760.0853892969635,20644.3750304584,22.566042017029144,42450.93051590452
00:06,GPS BIIF-3  (PRN 24),-23997.538250633785,10590.4414867275,2040.0313743919407,40.35833073277088,37642.97289558714
00:06,GPS BIIF-4  (PRN 27),13470.333646213727,9398.190431625078,20616.41559033995,21.99852283443497,42820.05379032594
00:06,GPS BIIF-10 (PRN 08),15689.933883938234,-3062.5365207638156,20988.72585614341,35.76450619819113,39233.068950365836
00:06,GPS BIIF-11 (PRN 10),11692.610527900615,20509.238665689067,12753.561906856212,20.254905316018863,43656.13300420205
00:06,GPS BIIF-12 (PRN 32),2325.056750111208,24993.885190610537,-8721.293273267924,41.60893491617702,37509.43154106044
00:07,GPS BIIR-2  (PRN 13),-13541.05718172873,-5988.762592660638,21794.996590219765,34.31877664214333,39641.039087221434
00:07,GPS BIIR-8  (PRN 16),21660.474924526887,13749.112312457675,7311.836108191032,36.6803283833559,39267.64985549946
00:07,GPS BIIRM-4 (PRN 15),-14958.066707831635,5529.247206690227,20684.395370053095,22.30693335388956,42505.19519540747
00:07,GPS BIIF-3  (PRN 24),-24036.434387680016,10454.996880235254,2227.670150379485,39.91822019281225,37789.25716483992
00:07,GPS BIIF-4  (PRN 27),13401.174326486966,9615.808569033938,20564.44632713615,22.079843562348735,42805.84771554767
00:07,GPS BIIF-10 (PRN 08),15689.32802007485,-2831.255785115416,21024.102340727517,35.629184362576886,39277.52581046653
00:07,GPS BIIF-11 (PRN 10),11525.9182778868,20505.124385107858,12912.069238908054,20.464789623695484,43616.463216535034
00:07,GPS BIIF-12 (PRN 32),2192.0672921131704,25068.480864711906,-8546.02264965521,41.66661627624781,37491.5931058204
00:08,GPS BIIR-2  (PRN 13),-13463.16515694064,-6209.399948490674,21783.11266461479,34.095550593103056,39710.05223475725
00:08,GPS BIIR-8  (PRN 16),21630.972308781227,13894.37016049067,7134.140548264923,37.245166559164254,39090.63826718787
00:08,GPS BIIRM-4 (PRN 15),-14987.896598980908,5297.963790234773,20722.749811486385,22.04957281956673,42558.55102648621
00:08,GPS BIIF-3  (PRN 24),-24073.435683475403,10318.72807093384,2415.1332719225434,39.47451088177364,37935.64652636627
00:08,GPS BIIF-4  (PRN 27),13330.965563314232,9832.673689773128,20510.86633965864,22.177269275779224,42788.24335773885
00:08,GPS BIIF-10 (PRN 08),15687.496800014233,-2599.7539225636024,21057.836492295228,35.50377617921582,39318.78133195775
00:08,GPS BIIF-11 (PRN 10),11358.370022132214,20499.48722474575,13069.61744103216,20.674746836207234,43576.374066925244
00:08,GPS BIIF-12 (PRN 32),2058.910251400803,25141.159919618734,-8370.098505667776,41.722657893985755,37474.30741088721
00:09,GPS BIIR-2  (PRN 13),-13384.217402005077,-6429.55038619013,21769.520254763254,33.87664621317086,39777.43143646287
00:09,GPS BIIR-8  (PRN 16),21599.835312727442,14038.578183222879,6955.905848373107,37.81558308521357,38909.792917288825
00:09,GPS BIIRM-4 (PRN 15),-15016.519550784798,5066.253742844125,20759.435184176076,21.794043991485594,42610.99056425236
00:09,GPS BIIF-3  (PRN 24),-24108.538480152918,10181.645483609369,2602.405883719865,39.02729518633855,38082.064472207385
